0
"Burgemeester E.Ryckaertplaats 1 ,2600 ,Berchem , Belgium"
"Oudegemsebaan 2 ,9200 ,Dendermonde , Belgium"
"Van Langenhovenstraat  ,9200 ,Dendermonde , Belgium"
"Grand Place, Hôtel de Ville ,1000 ,Bruxelles , Belgium"
"H. Spilleboutdreef 1 ,8800 ,Roeselare , Belgium"
"Rue J.J. Gaillard 2 ,5020 ,Flawinne , Belgium"
"Rue J.J. Gaillard 2 ,5020 ,FLAWINNE , Belgium"
"Rue de Courrière 49 ,7181 ,Feluy , Belgium"
"Rue Large Voie 74 ,4040 ,Herstal , Belgium"
"Square des Martyrs du 18 Août  ,6000 ,Charleroi , Belgium"
"Square Roosvelt 14 ,7000 ,Mons , Belgium"
"Markt 10 ,8480 ,EERNEGEM , Belgium"
"Rue 2 Gares 82 ,1070 ,Bruxelles , Belgium"
"Europkruispunt 2 ,1000 ,Brussel , Belgium"
"Avenue de Vilvoorde 450 ,1130 ,Bruxelles , Belgium"
"Rue des Azalées  6 ,7331 ,Baudour , Belgium"
"Chaussée de ala Hulpe 120 ,1000 ,Bruxelles , Belgium"
"Chée de Haecht 1179 ,1130 ,Bruxelles , Belgium"
"All2e des Noisetiers 25 ,4845 ,Jalhay , Belgium"
"Haven 1036 Vitshoekstraat 5 ,2070 ,Zwijndrecht , Belgium"
"17de Escadrille Lichtvliegwe Straat 14 ,2490 ,BALEN , Belgium"
"Rue Joseph Wouters 2 ,4300 ,Waremme , Belgium"
"JF Willemsstraat 200 ,1800 ,Vilvoorde , Belgium"
"Franscontinentaalweg 12 ,2030 ,Antwerpen , Belgium"
"Nieuwe weg 1 haven 1053 ,2070 ,Zwijndrecht , Belgium"
"Quart.Village4, Clos Mercator 12 ,4000 ,Liège , Belgium"
"Jules Bordet Parc I zone C  ,7180 ,Seneffe , Belgium"
"Rue Jules Bordet Park I, zone C ,7180 ,SENEFFE , Belgium"
"Rue Jules Bordet, Parc I zone C ,7180 ,SENEFFE , Belgium"
"Rue Jules Bordet, Parc I zone C ,7180 ,SENEFFE , Belgium"
"Rue Jules Bordet, Parc I, zone C ,7180 ,SENEFFE , Belgium"
"Chée Charlemagne 9 ,6464 ,Baileux , Belgium"
"Chée Maïeur Habils 177 ,1430 ,Bierghes , Belgium"
"Chée de Mons à Gand  ,7860 ,Lessines , Belgium"
"Chée Gabrielle Richet 193 ,7860 ,Lessines , Belgium"
"BLD MAURICE HERBETTE ,1070 ,Bruxelles , Belgium"
"Blvd du Souverain 165 ,1160 ,Bruxelles , Belgium"
"Blvd. De la 2ième armée Brittanique  625 ,1190 ,Bruxelles , Belgium"
"Wommelgemsesteenweg 18 ,2110 ,Wijnegem , Belgium"
"Brits Tweedelegerlaan 625 ,1190 ,Brussel , Belgium"
"Derbystraat - Maaltecenter  ,9051 ,Sint-Denijs-Westrem , Belgium"
"E. Van Dorenlaan 144 ,3600 ,Genk , Belgium"
"Route de Charlemagne 9 ,6464 ,Baileux , Belgium"
"Rue Maurice Brosius 47 ,5020 ,Flawinne , Belgium"
"Rue Maurice Brosius 47 ,5020 ,Flawinne , Belgium"
"Allée Hof ter Vleesdreef 1 ,1070 ,Bruxelles , Belgium"
"Allée Hof ter Vleesdreef 1 ,1070 ,Bruxelles , Belgium"
"Sportvelweg 6 ,3190 ,Boortmeerbeek , Belgium"
"Rue G. Delperdange  ,6600 ,Bastogne , Belgium"
"Uitbreidingsstraat 3 ,2600 ,Berchem , Belgium"
"Avenue des Déportées 48 ,1367 ,Ramillies , Belgium"
"Rue des Déportées 48 ,1367 ,RAMILLIES , Belgium"
"Rue Notre-Dame de Grâce  ,6230 ,PONT-À-CELLES , Belgium"
"Boulevard de Régent 54 ,1000 ,Bruxelles , Belgium"
"Van Estbornstraat 13 ,2060 ,Antwerpen , Belgium"
"Breendonkdorp 58 ,2870 ,BREENDONK , Belgium"
"Rue de Nerverlée  ,5020 ,SUARLÉE , Belgium"
"De Vincilaan 7 ,1930 ,Zaventem , Belgium"
"Route de Maka 100 ,6880 ,Auby-sur-Semois , Belgium"
"Av. E. Van Nieuwenhuyse 2 ,1160 ,Bruxelles , Belgium"
"Av. E. Van Nieuwenhuyse 2 ,1160 ,Bruxelles , Belgium"
"Av. E. Van Nieuwenhuyse 2 ,1160 ,Bruxelles , Belgium"
"Rue Maïeur Habils 177 ,1430 ,BIERGHES , Belgium"
"Chaussée de Mons à Gand ,7860 ,Lessines , Belgium"
"Smalle Heerweg 29 ,9041 ,Oostakker , Belgium"
"Electronicalaan ,2610 ,Wilrijk , Belgium"
"Terbekenhofdreef 30 ,2610 ,Wilrijk , Belgium"
"L. Van Regenmortellei 6 ,2150 ,Borsbeek , Belgium"
"Eisenhouwerlaan ,2820 ,Bonheiden , Belgium"
"Covelierstraat 15 ,2600 ,Berchem , Belgium"
"Oude Dyck 1 ,9130 ,Beveren-Waas , Belgium"
"Koning Fabiolalaan 116 ,9000 ,Gent , Belgium"
"Rue des Marroniers 17 ,1360 ,Perwez , Belgium"
"ZI De Mornimont ,5190 ,Jemeppe-sur-Sambre , Belgium"
"G. Gezellestraat 51 ,8790 ,Waregem , Belgium"
"Rue En Feronstrée 82 ,4000 ,Liège , Belgium"
"Nicolas Squaire ,4030 ,Grivegnée , Belgium"
"Luikersesteenweg 1 ,3700 ,Tongeren , Belgium"
"A. Pieterslaan 85 ,8400 ,Oostende , Belgium"
"Scheepsdallaan 3 ,8000 ,Brugge , Belgium"
"Vijverlaan 34 ,1780 ,Wemmel , Belgium"
"Tongerensesteenweg 73 ,3740 ,Bilzen , Belgium"
"Fonteynstraat 41 ,8700 ,Tielt , Belgium"
"Malesteenweg 334 ,8310 ,Brugge , Belgium"
"Gentsesteenweg  524 ,8793 ,Sint-Eloois-Vijve , Belgium"
"Zemstbaan 208 ,2800 ,Zemst , Belgium"
"Chée de Liège 41 ,6900 ,Marche-en-Famenne , Belgium"
"Rue de Mairie 6 ,7503 ,Froyennes , Belgium"
"Rue Brasse Compagne 1 ,4040 ,Herstal , Belgium"
"Rue du Passage d Eau 2 ,4400 ,Flémalle , Belgium"
"Avenue Mon Bijou 10 ,4960 ,Malmédy , Belgium"
"Rue de Tahon 16 ,6041 ,Gosselies , Belgium"
"Chée de Mons 21 ,7100 ,Haine-Saint-Pierre , Belgium"
"Bv. De L Europe 3 ,1301 ,Bierges , Belgium"
"Rue de la Guelenne 1 ,7060 ,Soignies , Belgium"
"Chée de Dinant 1137 ,5100 ,Wépion , Belgium"
"Bv. Du Souverain 240 ,1160 ,Bruxelles , Belgium"
"Rue du Condroz 16 ,4100 ,Boncelles , Belgium"
"Place de Grand Près 1 ,7000 ,Mons , Belgium"
"Chée de Charleroi 579 ,1410 ,Waterloo , Belgium"
"Drève De Richelle 10 ,1410 ,Waterloo , Belgium"
"Av. Du Park 20 ,7700 ,Mouscron , Belgium"
"Chée De Waterloo 609 ,1050 ,Bruxelles , Belgium"
"Rue Tomberg ,1200 ,Bruxelles , Belgium"
"Chée de Boondael 442 ,1050 ,Bruxelles , Belgium"
"Schoebroeckstraat 50 ,3583 ,Paal , Belgium"
"Boutersemstraat 57 ,2800 ,MECHELEN , Belgium"
"Rue F. Lapierre 19 ,4620 ,Fléron , Belgium"
"Paul van Ostayenlaan 2 ,2540 ,HOVE , Belgium"
"Rue César Frank 163 ,4851 ,Gemmenich , Belgium"
"Willy Vandensteenplein  ,2920 ,KALMTHOUT , Belgium"
"Place de la Gare ,6800 ,Libramont-Chevigny , Belgium"
"Route d Ougrée ,4031 ,Angleur , Belgium"
"Rue Impasse Herman ,4840 ,Welkenraedt , Belgium"
"Rue Impasse Herman ,4347 ,Voroux-Goreux , Belgium"
"Place d Astedon ,5000 ,NAMUR , Belgium"
"Blv. de la Woluwe  28 ,1150 ,Bruxelles , Belgium"
"Rue du Prum ,4780 ,Saint-Vith , Belgium"
"De Keetlaan  ,1831 ,Diegem , Belgium"
"Chemin des Ardoisières 100 ,6880 ,Bertrix , Belgium"
"Av. Werihet 63 ,4020 ,Liège , Belgium"
"Rue Prévôchamps 78 ,4860 ,Pepinster , Belgium"
"Square Franklin Roosvelt 14 ,7000 ,Mons , Belgium"
"Square des Martyrs du 18 août ,6000 ,Charleroi , Belgium"
"Rue Fonsny ,1060 ,Brussel , Belgium"
"Rodderveldlaan 4 ,2600 ,Berchem , Belgium"
"Herbakkersplein gvel academie  ,9900 ,EEKLO , Belgium"
"Schietpoelstraat 9 ,9900 ,EEKLO , Belgium"
"X. De Cocklaan 68 ,9830 ,Sint-Martens-Latem , Belgium"
"Rue M. Bourtonbourt 2 ,5000 ,Namur , Belgium"
"Allée du 125ème Régiment d Infanterie ,5650 ,Walcourt , Belgium"
"Rue Provinciale ,7760 ,CellesHt.) , Belgium"
"Rue du Banière ,6762 ,Saint-Mard , Belgium"
"Rue Faubourg d Arival 63 ,6760 ,Virton , Belgium"
"Draakplaats ,2140 ,Borgerhout , Belgium"
"Draakplaats ,2140 ,Borgerhout , Belgium"
"Naamloze weg ,3500 ,Hasselt , Belgium"
"Rue de la Ferme du Plagniau ,1331 ,Rosières , Belgium"
"Rue de Tilleul 50 ,1332 ,Genval , Belgium"
"Rue Surroyseux ,4577 ,Bierset , Belgium"
"Allée du 125 ème Régiment d Infanterie 1 ,5650 ,Walcourt , Belgium"
"Rue Fontaine Ennet 2 ,6880 ,Bertrix , Belgium"
"Industriepark Kwatrecht Neerhonderd 16 ,9230 ,Wetteren , Belgium"
"Rue du Christ 16 ,6830 ,Bouillon , Belgium"
"Avenue Joseph Hanse 6 ,5150 ,Floreffe , Belgium"
"Rue Chemin de Hoevel  18 ,4837 ,BaelenLg.) , Belgium"
"Rue Fauvettes 6 ,7911 ,Frasnes-lez-Buissenal , Belgium"
"Rue Fauvettes 6 ,7911 ,Frasnes-lez-Buissenal , Belgium"
"Rue de St. Hubert 14 ,5590 ,Ciney , Belgium"
"Rue de St. Hubert 1 ,5590 ,Ciney , Belgium"
"Rue Bâtiment 717 717 ,7010 ,Mons , Belgium"
"Sint-Jacobstraat 15 ,8900 ,Ieper , Belgium"
"Maria Popelinplantsoen  4 ,8000 ,BRUGGE , Belgium"
"Rue du Premiers Lanciers 10 ,5000 ,Namur , Belgium"
"L. Da Vincilaan 25 ,1831 ,Diegem , Belgium"
"Rue de Marché aux Herbes 120 ,1000 ,Bruxelles , Belgium"
"Florent Boclinville 62 ,4041 ,Vottem , Belgium"
"Rue Drève Olympique 11 ,1070 ,Bruxelles , Belgium"
"Bld de la Woluwe  46 ,1200 ,Bruxelles , Belgium"
"Place St. Walburge 1 1 ,4000 ,Liège , Belgium"
"Rue des Stade ,6790 ,Aubange , Belgium"
"Rue Au Monument - Remichampagne ,6640 ,Vaux-sur-Sûre , Belgium"
"PI ZONE C Rue Jules Bordet ,7180 ,Seneffe , Belgium"
"Rond-Point J.B. Meura 1 ,7600 ,Péruwelz , Belgium"
"Rue de Marennevestiaire ,6990 ,Hotton , Belgium"
"Rue du Herbeau ,6900 ,Marche-en-Famenne , Belgium"
"J.J. Crocqlaan 52 ,1090 ,Brussel , Belgium"
"Koning Albert I-laan ,8200 ,Sint-Andries , Belgium"
"Koning Astridlaan 50 ,3500 ,Hasselt , Belgium"
"Lange Kievitstraat 111-113glvl achter onthaal ,2018 ,Antwerpen , Belgium"
"Fabrieksstraat 19onthaal 19 ,9520 ,Sint-Lievens-Houtem , Belgium"
"Prins Boudewijnlaan 30begane grond, receptie ,2250 ,Kontich , Belgium"
"Place des Grand Prés 1 ,7000 ,Mons , Belgium"
"Place des Grand Prés  1 ,7000 ,Mons , Belgium"
"Warande 24 ,9120 ,Beveren-Waas , Belgium"
"Marie Theresiastraat 63 ,3000 ,Leuven , Belgium"
"Rue du Comblain 25 ,4190 ,Ferrières , Belgium"
"Rue A. Materne 80 ,4460 ,Grâce-Hollogne , Belgium"
"Rue Bouteille 30 ,4877 ,Olne , Belgium"
"Avenue de Centenaire 7 ,4102 ,Ougrée , Belgium"
"Rue Pasteur ,4420 ,Saint-NicolasLg.) , Belgium"
"Rue Noblehaye 113 ,4653 ,Bolland , Belgium"
"Rue Brunhaut ,7022 ,Mesvin , Belgium"
"Rue de Monts 18 ,6210 ,Nalinnes , Belgium"
"Rue du Lieutenant Pirard ,4607 ,Dalhem , Belgium"
"Place Albert Ier ,5060 ,Falisolle , Belgium"
"Avenue E. Mounier 83 ,1200 ,Brussel , Belgium"
"Drève de Maison-Bois 37 ,4910 ,Theux , Belgium"
"Rue Lieu Di Altrape ,4830 ,Limbourg , Belgium"
"Pont Ste Maxenc 1 ,5060 ,Auvelais , Belgium"
"Rue Pré Messire 24 ,4970 ,Stavelot , Belgium"
"Rue Cour en Wooz 1 ,4841 ,Henri-Chapelle , Belgium"
"Rue de Herve ,4030 ,GrivegnéeLiège) , Belgium"
"Rue Font Saint Laudry  10 ,1120 ,Bruxelles , Belgium"
"Rue Font Saint Landry 10 ,1120 ,Bruxelles , Belgium"
"PI - Rue de Wallonie  16 ,4460 ,Grâce-Hollogne , Belgium"
"Rue Voie de Messe  22 ,4680 ,Oupeye , Belgium"
"Rue au dessous de la Ville ,6830 ,Bouillon , Belgium"
"Rue Taille Colleau ,7034 ,Obourg , Belgium"
"Avenue du Roi Cheval 1 ,7020 ,NimyMons) , Belgium"
"Rue des Epinois ,7020 ,Mons , Belgium"
"Rue de Lombardzijde 120 ,1120 ,Bruxelles , Belgium"
"Caron du Charbonnage ,7321 ,Harchies , Belgium"
"Rue les Sarts 4 ,4990 ,Lierneux , Belgium"
"Zoning Industriel Rue de la Vieille Sambre ,5190 ,Mornimont , Belgium"
"Rue Haut des Bruyères ,6860 ,Léglise , Belgium"
"Rue Cour Marchal 10 ,6760 ,Virton , Belgium"
"Rue de By ,7000 ,MONS , Belgium"
"Rue Dr. Wolkas ,7012 ,Jemappes , Belgium"
"Rue Irma Fievet ,7021 ,Havré , Belgium"
"Avenue de Tir ,7000 ,MONS , Belgium"
"Rue de la Mamborée ,6890 ,Villance , Belgium"
"Rue des Trois Bourdons 54 ,4840 ,Welkenraedt , Belgium"
"Rue des Trois Bourdons 54 ,4840 ,WELKENRAEDT , Belgium"
"J.F. VAN GEELSTRAAT 1 ,2812 ,Muizen , Belgium"
"Rue d Hollebeke 18 ,7781 ,HouthemComines) , Belgium"
"Rue de la Chênaie 83 ,1180 ,Bruxelles , Belgium"
"Avenue de Globe 46 ,1190 ,Bruxelles , Belgium"
"Rue des Sports 16 ,6724 ,Houdemont , Belgium"
"Rue le Brûlis ,6717 ,Attert , Belgium"
"Rue de Tiège ,4970 ,Stavelot , Belgium"
"Rue L. Delhove 65 ,1080 ,Bruxelles , Belgium"
"Rue des Sarts ,5501 ,Lisogne , Belgium"
"Résidence de Labaille 100 ,7870 ,Lens , Belgium"
"Avenue Victor Libert ,6900 ,Marche-en-Famenne , Belgium"
"Rue des Viaducs 100 ,7020 ,NimyMons) , Belgium"
"Rue de Village ,7622 ,Laplaigne , Belgium"
"J. Saintraint 14 ,5000 ,Namur , Belgium"
"Chée de Renaix 38 ,7890 ,Ellezelles , Belgium"
"Avenue des Sport 20 ,7730 ,Néchin , Belgium"
"P.I. Hauts Sarts, 2ième avenue ,4040 ,Herstal , Belgium"
"Rue Carrière du Parrain 13 ,5660 ,Pesche , Belgium"
"Blvd de Lauzelle ,1348 ,Louvain-la-Neuve , Belgium"
"Rue du Stade Communal S/N ,7540 ,KainTournai) , Belgium"
"Rue Drève des Brûlés  59 ,1150 ,Bruxelles , Belgium"
"Boulevard Emile Jacmain  14 ,1000 ,Bruxelles , Belgium"
"Avenue Huyberechts 13 ,1340 ,Heppignies , Belgium"
"Rue Chemin Struykbeken  2 ,1200 ,Bruxelles , Belgium"
"Chaussée de Marche  273 ,5100 ,JambesNamur) , Belgium"
"Esplanade René Magritte ,6900 ,MARCHE-EN-FAMENNE , Belgium"
"Rue Saint-Martain  94 ,6120 ,Nalinnes , Belgium"
"Rue du Huitbuvette ,6141 ,Forchies-la-Marche , Belgium"
"Chemins des Coeuvins ,6720 ,Habay , Belgium"
"Route d Arlon 199 ,6780 ,Messancy , Belgium"
"Rue Clos des Saules 33 ,7700 ,Mouscron , Belgium"
"Rue Clos des Saules 33 ,7700 ,MOUSCRON , Belgium"
"rue d Iseghem 111 ,7700 ,mouscron , Belgium"
"Place Charles Degaulle  9 ,7700 ,Mouscron , Belgium"
"Ruelle des Cinq Bonniers  ,7062 ,Naast , Belgium"
"Espace Européen d entreprise ,6560 ,Erquelinnes , Belgium"
"Place Alcantara 5 ,7181 ,Arquennes , Belgium"
"Rue Abbaye d Aulne 2 ,6142 ,Leernes , Belgium"
"Salvialaan 1 ,3870 ,Heers , Belgium"
"Rue Feronstree 82 ,4000 ,Liège , Belgium"
"Rue de Laveu 52 ,4000 ,Liège , Belgium"
"Steenveldstraat z/n ,8820 ,TORHOUT , Belgium"
"Koornbloemstraat 65 ,8820 ,TORHOUT , Belgium"
"Moorselstraat 15 ,9160 ,Lokeren , Belgium"
"Electriciteitsstraat  ,2800 ,Mechelen , Belgium"
"Merksemsesteenweg 233 ,2600 ,Berchem , Belgium"
"Place D. Costy ,5032 ,Mazy , Belgium"
"Rue du Puits Périersite ,6180 ,Courcelles , Belgium"
"Rue Sentier des Planches  34 ,7011 ,Ghlin , Belgium"
"Desquinlei  244 ,2018 ,Antwerpen , Belgium"
"Place de la Gare ,5590 ,Leignon , Belgium"
"Blikken, Haven  1662 ,9130 ,Doel , Belgium"
"Rue E. Leger 15 ,1495 ,Villers-la-Ville , Belgium"
"Rue des 3 Arbres 62 ,1180 ,Bruxelles , Belgium"
"Rue les Aux Haies  9 ,6997 ,Mormont , Belgium"
"Rue Chapelle Saint Anne 11 ,1457 ,Walhain , Belgium"
"Rue Chapelle Saint Anne 13 ,1457 ,Walhain , Belgium"
"Place du Trambuvette ,1457 ,Nil-Saint-Vincent-Saint-Martin , Belgium"
"K.P.J. Triestlaan 1 ,9080 ,Lochristi , Belgium"
"PI - 2ième Avenue  65 ,4040 ,Herstal , Belgium"
"Caxtonweg, Kaai  140 ,8380 ,ZeebruggeBrugge) , Belgium"
"Kiwiweg 108, Nieuw Zeelandkaai 401-403 108 ,8380 ,ZeebruggeBrugge) , Belgium"
"Rue Digue des Cuesmes 29 ,7000 ,Mons , Belgium"
"Rue Chemin d Herbuchenne ,5500 ,Dinant , Belgium"
"Rue Alfred De Ponthière 44 ,4431 ,Loncin , Belgium"
"All. d/l Découverte ,4000 ,Liège , Belgium"
"Quart.Agora, L Agora  ,4000 ,Liège , Belgium"
"PI - Route de la Foret 1 ,6690 ,Vielsalm , Belgium"
"4ème Avenue - PI Des Haut Sarts ,4040 ,Herstal , Belgium"
"Rue de Solvay  39 ,5190 ,Jemeppe-sur-Sambre , Belgium"
"Rue des Haussy  1 ,6140 ,Fontaine-l Evêque , Belgium"
"Fabriekstraat 17 ,2260 ,Westerlo , Belgium"
"Kerkdijk z nzijgevel Boerderij Finse Piste ,3900 ,Overpelt , Belgium"
"Rue du Pont-Fossiez 13 ,7620 ,Brunehaut , Belgium"
"Place des Carnières 36 ,7141 ,Carnières , Belgium"
"Allée des Foires-Zoning de Bironréz  ,5590 ,Ciney , Belgium"
"Avenue du Stade ,5590 ,Ciney , Belgium"
"Rue du Huy 10 ,1350 ,Orp-Jauche , Belgium"
"Rue Chasse des Présentr.  ,7390 ,Wasmuel , Belgium"
"Rue de Soudremont ,7180 ,Seneffe , Belgium"
"Rue de Valenciennes 12 ,7380 ,Baisieux , Belgium"
"Albert Dehemlaan 6 ,8900 ,Ieper , Belgium"
"Route d Arlon 52 ,6780 ,Messancy , Belgium"
"Sberchamps, La Savenière  52 ,6800 ,Libramont-Chevigny , Belgium"
"Doolweg  ,2150 ,BorsbeekAntw.) , Belgium"
"Rue Compogne 415 ,6687 ,Bertogne , Belgium"
